title
"title: Kill Bill: Vol. 1;actors: Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu;release_year: 2003;rating: R;description: An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.;"
"title: Kill Bill: Vol. 2;actors: Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton;release_year: 2004;rating: R;description: The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.;"
"title: Kill Command;actors: Vanessa Kirby, David Ajala, Mike Noble, Bentley Kalu, Tom McKay, Kelly Gough, Osi Okerafor, Damian Kell, Tim Ahern, Deborah Rosan, Thure Lindhardt;release_year: 2016;rating: TV-MA;description: On a remote island, elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots.;"
"title: Kill Hitler! The Luck of the Devil;actors: Jean-Baptiste Marcenac;release_year: 2015;rating: TV-14;description: From politicians to officers, many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled.;"
"title: Kill Ratio;actors: Tom Hopper, Amy Huberman, Lacy Moore, Brian McGuinness, Luke Pierucci, Nick Dunning;release_year: 2016;rating: TV-MA;description: Posing as a telecom salesman at a business conference, a CIA agent fights to protect a fledgling Eastern European democracy from a military coup.;"
"title: Kill the Irishman;actors: Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow;release_year: 2011;rating: R;description: This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland.;"
"title: Killer Klowns from Outer Space;actors: Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull;release_year: 1988;rating: PG-13;description: An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later.;"
"title: Killers;actors: Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein;release_year: 2010;rating: PG-13;description: After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss.;"
"title: Kills on Wheels;actors: Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi;release_year: 2016;rating: TV-MA;description: Two young men with disabilities befriend a hitman in a wheelchair and become his helpers, only to wind up in the crosshairs of a Serbian mobster.;"
"title: Kilo Two Bravo;actors: David Elliot, Mark Stanley, Scott Kyle, Benjamin O'Mahony, Bryan Parry, Liam Ainsworth, Andy Gibbins, John Doughty, Paul Luebke, Thomas Davison, Grant Kilburn, Robert Mitchell, Jon-Paul Bell, Malachi Kirby, Ali Cook;release_year: 2014;rating: R;description: On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines.;"
"title: King Jack;actors: Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine;release_year: 2015;rating: NR;description: Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend.;"
"title: King's Ransom;actors: Anthony Anderson, Jay Mohr, Kellita Smith, Nicole Ari Parker, Regina Hall, Loretta Devine, Donald Faison, Leila Arcieri, Charlie Murphy, Brooke D'Orsay;release_year: 2005;rating: PG-13;description: A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty.;"
title: Kingdoms of the Sky;actors: empty;release_year: 2018;rating: TV-PG;description: Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.;
"title: Kingpin;actors: Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye;release_year: 1996;rating: PG-13;description: After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.;"
"title: Kings;actors: Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan;release_year: 2017;rating: R;description: A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.;"
"title: Kis Kisko Pyaar Karoon;actors: Kapil Sharma, Arbaaz Khan, Varun Sharma, Sharat Saxena, Supriya Pathak, Manoj Joshi, Manjari Fadnis, Simran Kaur Mundi, Elli Avram, Jamie Lever;release_year: 2015;rating: TV-PG;description: A man's decision to marry three women, to keep them from committing suicide, complicates his relationship with his girlfriend.;"
"title: Kiss the Girls;actors: Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox;release_year: 1997;rating: R;description: A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.;"
"title: Kiss The Series;actors: Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor;release_year: 2016;rating: TV-14;description: After a night out, Sandee wakes to discover she and her buddy have either taken their platonic friendship to a whole new level or ruined it forever.;"
title: Kitten Rescuers;actors: Jo Brand;release_year: 2017;rating: TV-14;description: Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.;
"title: KL Zombi;actors: Zizan Razak, Siti Saleha, Zain Hamid, Izara Aishah, Fadzli Daniel Ali, Usop Wilcha;release_year: 2013;rating: TV-14;description: A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.;"
"title: Knights of Sidonia;actors: Ryota Osaka, Aya Suzaki, Aki Toyosaki, Takahiro Sakurai, Hisako Kanemoto, Eri Kitamura, Sayaka Ohara, Tomohiro Tsuboi, Takehito Koyasu, Satomi Arai, Atsuko Tanaka, Nanako Mori, Takako Honda, Kohsuke Toriumi, Ayane Sakura, Osamu Saka;release_year: 2015;rating: TV-MA;description: A hero rises to save a world that's also a spaceship under siege by an alien threat in this original anime series based on the popular manga comic.;"
"title: Knock Knock;actors: Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns, Ignacia Allamand, Dan Baily, Megan Baily, Colleen Camp, Antonio Quercia;release_year: 2015;rating: R;description: A devoted husband and father on his own for the weekend has his life turned inside out after giving shelter to two young women during a storm.;"
"title: Know Your Enemy - Japan;actors: Walter Huston, Dana Andrews;release_year: 1945;rating: TV-14;description: Though culturally insensitive by modern standards, this propaganda film examines the history of Japan from the 16th century through the 1930s.;"
"title: Knowing;actors: Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering;release_year: 2009;rating: PG-13;description: An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.;"
"title: Koko: The Gorilla Who Talks;actors: Demetri Goritsas;release_year: 2016;rating: TV-G;description: Witness the incredible, decades-long friendship between Koko the gorilla and Penny Patterson, who taught Koko to communicate via sign language.;"
title: Kon Kon Kon;actors: empty;release_year: 2014;rating: TV-PG;description: Explore the stories of ordinary people dealing with extraordinary circumstances in this series that focuses on overcoming obstacles and odds.;
"title: Kon-Tiki;actors: Pål Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf Skarsgård, Odd Magnus Williamson, Jakob Oftebro, Agnes Kittelsen, Peter Wight, Amund Hellum Noraker, Eilif Hellum Noraker;release_year: 2012;rating: PG-13;description: With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.;"
"title: Koshish;actors: Sanjeev Kumar, Jaya Bhaduri, Asrani, Seema, Om Shivpuri, Dina Pathak;release_year: 1972;rating: TV-14;description: A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.;"
"title: Kraftidioten;actors: Stellan Skarsgård, Pål Sverre Hagen, Bruno Ganz, Hildegun Riise, Peter Andersson, Birgitte Hjort Sørensen, Jakob Oftebro, Anders Baasmo Christiansen, Jon Øigarden, Gard B. Eidsvold, Kristofer Hivju, Birgitte Hjort Sorensen, Stellan Skarsgard;release_year: 2014;rating: TV-MA;description: When he sets out to avenge his son's murder, mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival.;"
"title: Krish Trish and Baltiboy;actors: Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal;release_year: 2009;rating: TV-Y7;description: A team of minstrels, including a monkey, cat and donkey, narrate folktales from the Indian regions of Rajasthan, Kerala and Punjab.;"
"title: Krish Trish and Baltiboy: Battle of Wits;actors: Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal, Deepak Chachra;release_year: 2013;rating: TV-Y7;description: An artisan is cheated of his payment, a lion of his throne and a brother of his inheritance in these three stories of deception and justice.;"
"title: Krish Trish and Baltiboy: Best Friends Forever;actors: Damandeep Singh Baggan, Smita Malhotra, Deepak Chachra;release_year: 2016;rating: TV-Y;description: A cat, monkey and donkey team up to narrate folktales about friendship from Northeast India, and the Indian regions of Bihar and Rajasthan.;"
"title: Krish Trish and Baltiboy: Comics of India;actors: Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal;release_year: 2012;rating: TV-Y7;description: In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister.;"
"title: Krish Trish and Baltiboy: Face Your Fears;actors: Tarun Ratnani, Smita Malhotra, Deepak Chachra;release_year: 2017;rating: TV-Y7;description: In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying.;"
"title: Krish Trish and Baltiboy: Oversmartness Never Pays;actors: Rishi Gambhir, Smita Malhotra, Deepak Chachra;release_year: 2017;rating: TV-Y7;description: A cat, monkey and donkey learn the consequences of cheating through stories from the Indian regions of Rajasthan, West Bengal and Maharashtra.;"
"title: Krish Trish and Baltiboy: Part II;actors: Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal;release_year: 2010;rating: TV-Y7;description: Animal minstrels narrate stories about a monkey's friendship with a crocodile, two monkeys' foolishness and a villager's encounter with a demon.;"
"title: Krish Trish and Baltiboy: The Greatest Trick;actors: Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal;release_year: 2013;rating: TV-Y7;description: The consequences of trickery are explored in stories involving an inconsiderate husband, two greedy courtiers, and a kind man who loses everything.;"
"title: Krisha;actors: Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek, Victoria Fairchild, Bryan Casserly, Chase Joliet, Atheena Frizzell, Augustine Frizzell, Bill Wise, Olivia Grace Applegate, Trey Edward Shults;release_year: 2015;rating: R;description: After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event.;"
"title: Krishna Balram;actors: Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Arun Shekher, Sanchit Wartak, Sharda Agnihotri, Ashok Sonawane, Joy Mukherjee;release_year: 2019;rating: TV-Y7;description: From playing pranks to destroying demons, Lord Krishna and brother Balaram's lives in Vrindavan are action-packed in this mythological series.;"
"title: Kristy;actors: Haley Bennett, Ashley Greene, Erica Ash, Lucas Till, Chris Coy, Al Vicente, Wayne Pére, Jon Arthur, Mike Seal;release_year: 2013;rating: NR;description: Opting to stay on campus over the Thanksgiving holiday, coed Justine and a handful of friends find their break violently disrupted by a sadistic gang.;"
"title: Krystal;actors: Rosario Dawson, Nick Robinson, Jacob Latimore, Grant Gustin, William H. Macy, Kathy Bates, Felicity Huffman, William Fichtner, T.I., Rick Fox, Amy Parrish;release_year: 2017;rating: R;description: A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.;"
"title: Kuldip Patwal: I Didn't Do It!;actors: Deepak Dobriyal, Gulshan Devaiah, Raima Sen, Parvin Dabas, Anurag Arora, Jameel Khan, Priyanka Setia;release_year: 2017;rating: TV-MA;description: Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident.;"
"title: Kung Fu Hustle;actors: Stephen Chow, Yuen Wah, Yuen Qiu, Lam Chi-chung, Dong Zhihua, Chiu Chi-ling, Xing Yu, Danny Chan Kwok-kwan, Leung Siu-lung;release_year: 2004;rating: R;description: Sing, a mobster in 1940s China, longs to be as cool as the formally clad Axe Gang, a band of killers who rule Hong Kong, but can only pretend.;"
